,length,LIX,topic,year
3169,2864,46.85526315789474,Uddannelse,2013.3102739726028
3170,842,43.25,Danmark,2024.7828767123287
3171,510,32.675925925925924,Sport,2018.4961187214612
3172,62,29.82857142857143,EM mænd,2014.151826484018
3173,0,47.32566462167689,Danmark,2005.7050228310502
3174,220,44.21212121212121,Internationalt,2014.424885844749
3175,1602,33.99186991869919,Danmark,2006.041095890411
3176,2166,40.70250836120401,Internationalt,2024.9440639269408
3177,205,42.442326254826256,Danmark,2023.5301369863014
3178,219,22.12280701754386,Sport,2012.4385844748858
3179,1762,37.343006874788685,Sundhed,2020.6995433789955
3180,1699,48.172143974960875,Internationalt,2024.5915525114156
3181,351,36.5,Internationalt,2007.0915525114156
3182,246,50.0,Internationalt,2013.7214611872148
3183,339,50.46493506493506,Internationalt,2018.879908675799
3184,154,26.75,Sport,2015.3497716894976
3185,241,44.583333333333336,Internationalt,2011.9468036529681
3186,234,28.428571428571427,Danmark,2011.8321917808219
3187,737,50.231884057971016,Viden og tech,2016.1189497716894
3188,857,40.701149425287355,EM-kvalifikation,2014.8716894977167
3189,0,37.361526434085796,Danmark,2006.8212328767124
3190,338,39.425925925925924,Internationalt,2014.304794520548
3191,322,43.794117647058826,Medier,2014.0849315068492
3192,2090,38.10144927536232,Danmark,2013.5191780821917
3193,128,52.65384615384615,Internationalt,2016.7296803652969
3194,401,46.5566937477923,EP-valg,2019.4045662100457
3195,446,62.5,Internationalt,2015.9440639269408
3196,182,58.72043010752689,Internationalt,2014.3157534246575
3197,0,46.56190476190476,Internationalt,2005.6244292237443
3198,92,53.44444444444444,Sundhed,2017.4906392694065
3199,46,50.74841849148418,Danmark,2023.401826484018
3200,252,47.83718652037618,Hovedstaden,2025.3607305936073
3201,231,42.08620689655172,Internationalt,2006.7554794520547
3202,827,46.69480679301009,Økonomi,2005.169406392694
3203,323,31.623121750242355,Tegninger,2013.8360730593606
3204,1611,50.5,Sundhed,2021.0630136986301
3205,481,53.42424242424242,Roskilde Festival,2015.3184931506848
3206,234,31.666666666666668,Økonomi,2011.8239726027398
3207,34,36.46774193548387,Debatindlï¿½g,2018.4605022831051
3208,58,45.53448275862069,Digitalt,2015.7406392694065
3209,290,53.63513513513514,Kultur,2017.1858447488585
3210,228,49.833333333333336,Sport,2006.771917808219
3211,788,30.661396574440055,Danmark,2005.8130136986301
3212,63,20.0,Danmark,2016.2801369863014
3213,183,42.5669191919192,Bolig,2015.6627853881278
3214,26,48.8974358974359,Vinter-OL 2014,2014.1803652968038
3215,0,40.303030303030305,Danmark,2006.1995433789955
3216,304,59.22222222222222,Danmark,2014.4045662100457
3217,352,47.43255813953488,Bøger,2015.1600456621004
3218,218,30.0,Økonomi,2016.285616438356
3219,438,52.0,Internationalt,2017.7406392694065
3220,2343,46.98756218905472,Internationalt,2018.304794520548
3221,1010,52.0,E-avisen,2024.1134703196346
3222,456,39.29081632653062,iBYEN,2019.5767123287671
3223,161,41.90909090909091,Bolig,2015.2187214611872
3224,395,36.72592592592593,Danmark,2017.401826484018
3225,46,47.5,Viden og tech,2017.3853881278537
3226,1128,52.0,E-avisen,2024.5301369863014
3227,386,43.333333333333336,Ferie i Danmark,2012.535616438356
3228,435,32.21212121212121,Livsstil,2016.5246575342467
3229,0,43.00768722102826,Skønlitteratur,2005.8908675799087
3230,363,43.794117647058826,Rejser,2017.6885844748858
3231,107,51.456053067993366,Internationalt,2018.6995433789955
3232,92,43.794117647058826,Internationalt,2017.1831050228311
3233,15228,38.43262548262548,Økonomi,2005.5739726027398
3234,43,40.53260869565217,Danmark,2017.1858447488585
3235,330,43.04516129032258,Digitalt,2015.4100456621004
3236,580,53.98918918918919,Virksomheder,2016.3881278538813
3237,544,32.62637362637363,Kultur,2012.7077625570778
3238,1356,46.6785479991253,Internationalt,2025.9276255707764
3239,1591,46.188311688311686,Økonomi,2020.3415525114156
3240,2929,53.361343187660665,Internationalt,2006.10799086758
3241,108,45.5,Danmark,2014.3157534246575
3242,5506,41.9404659188956,Danmark,2019.6831050228311
3243,0,43.68627450980392,Internationalt,2004.8321917808219
3244,172,33.33333333333333,Fly og lufthavne,2014.5739726027398
3245,1284,53.172911729857816,Ida Nathan,2025.907305936073
3246,313,29.0,Internationalt,2012.352511415525
3247,0,44.122549019607845,Internationalt,2006.1326484018264
3248,265,52.0,E-avisen,2024.6134703196346
3249,153,44.493877551020404,Internationalt,2017.1682648401825
3250,188,38.27272727272727,Internationalt,2015.1408675799087
3251,786,46.61703296703296,Sundhed,2020.3360730593606
3252,397,53.666666666666664,Fodbold,2006.7664383561644
3253,131,33.82142857142857,Privatøkonomi,2015.2691780821917
3254,275,39.333333333333336,Superligaen,2016.838812785388
3255,230,31.22222222222222,Danmark,2006.893607305936
3256,217,39.20454545454545,Tokyo,2014.2187214611872
3257,2005,39.63724853990915,Sundhed,2020.7159817351599
3258,2301,52.0,E-avisen,2024.1968036529681
3259,73,40.475095785440615,Forbrug,2018.4687214611872
3260,142,51.90909090909091,Danmark,2013.7187214611872
3261,524,57.333333333333336,VM-kvalifikation,2016.7609589041097
3262,445,52.0,Internationalt,2013.907305936073
3263,0,44.70025510204081,Danmark,2006.1940639269408
3264,187,36.333333333333336,Danmark,2006.9769406392695
3265,150,29.576923076923077,Danmark,2014.3497716894976
3266,164,38.10144927536232,Champions League,2015.013698630137
3267,1487,69.66666666666667,E-avisen,2025.4522831050228
3268,1567,41.76960784313725,Internationalt,2024.919406392694
3269,6348,39.07142857142857,Danmark,2006.893607305936
3270,1467,69.66666666666667,E-avisen,2023.1134703196346
3271,851,38.64102564102564,Internationalt,2020.4577625570778
3272,6234,31.743589743589745,Internationalt,2021.151826484018
3273,364,50.11260253542133,Internationalt,2020.129908675799
3274,0,40.22325485336638,Kultur,2005.3826484018264
3275,1314,43.06130268199234,Sundhed,2018.157305936073
3276,184,46.89147286821706,Nyt om mad,2007.4824200913242
3277,86,40.48412698412699,"Anmeldelser, cd-beat",2006.5520547945205
3278,2320,41.078947368421055,EM 2012,2012.5794520547945
3279,167,28.75,Livsstil,2014.5970319634703
3280,612,69.66666666666667,E-avisen,2025.785616438356
3281,85,48.0,EM 2016,2016.5520547945205
3282,573,47.99545274812179,Internationalt,2020.4632420091325
3283,57,31.931818181818183,Motion,2012.541095890411
3284,368,53.44444444444444,Danmark,2014.616210045662
3285,699,43.60054347826087,Internationalt,2006.0821917808219
3286,1725,42.5,Opskrifter,2025.4796803652969
3287,378,39.425925925925924,Danmark,2006.8470319634703
3288,263,25.666666666666668,Sport,2013.7324200913242
3289,219,50.578947368421055,Danmark,2007.1353881278537
3290,413,38.44736842105263,Danmark,2011.9796803652969
3291,1654,20.651515151515152,Danmark,2019.4358447488585
3292,0,45.19794218520333,Økonomi,2004.9659817351599
3293,197,41.45238095238095,Danmark,2007.4155251141551
3294,623,37.338345864661655,Nyt om mad,2024.9303652968038
3295,1626,38.27272727272727,Rejser,2019.3360730593606
3296,485,52.0,E-avisen,2024.4468036529681
3297,1876,46.3277952402335,Danmark,2005.2022831050228
3298,185,55.090225563909776,Superligaen,2016.3634703196346
3299,76,32.516666666666666,Sygdom,2012.7214611872148
3300,663,40.03030303030303,Musik,2016.2527397260274
3301,1725,52.0,E-avisen,2023.7801369863014
3302,51,38.08064516129032,Superligaen,2016.7242009132422
3303,282,24.583333333333336,Søskendebånd,2025.60799086758
3304,117,46.803030303030305,Danmark,2011.771917808219
3305,211,42.40384615384615,Uddannelse,2015.7351598173516
3306,1345,52.50980392156863,Danmark,2020.4303652968038
3307,126,56.5,Kunstanmeldelser,2016.0739726027398
3308,200,40.97079056763418,Sundhed,2019.0164383561644
3309,130,50.23825399553188,Fodbold,2015.5301369863014
3310,337,50.333333333333336,Internationalt,2013.9659817351599
3311,0,36.47916666666667,Danmark,2005.7077625570778
3312,9970,24.785714285714285,Danmark,2012.2938356164384
3313,502,39.4375,Virksomheder,2014.554794520548
3314,3687,39.333333333333336,Danmark,2012.0109589041097
3315,350,40.84782608695652,Internationalt,2023.2351598173516
3316,360,43.63684463684464,Danmark,2019.3470319634703
3317,101,42.73412698412699,Ferie i Danmark,2018.0027397260274
3318,592,47.87032967032967,Byliv,2015.4933789954339
3319,1772,40.81580953994747,Danmark,2019.013698630137
3320,130,30.93939393939394,Økonomi,2006.9221461187215
3321,0,33.74086490110627,Danmark,2005.924885844749
3322,544,32.77777777777778,feature,2015.5109589041097
3323,552,55.0,Internationalt,2025.7527397260274
3324,753,44.96153846153846,Internationalt,2012.8881278538813
3325,538,34.36854460093897,Tech,2018.5109589041097
3326,605,35.72222222222222,ï¿½konomi,2018.7691780821917
3327,143,39.04413145539906,Leder,2015.5109589041097
3328,3824,27.48913043478261,Internationalt,2007.3020547945205
3329,120,35.66666666666667,Nyheder,2012.657305936073
3330,202,53.142857142857146,Sket i ugen,2015.5164383561644
3331,89,45.0,Internationalt,2013.9577625570778
3332,0,53.723684210526315,Internationalt,2005.5246575342467
3333,207,43.24598930481284,Internationalt,2006.5794520547945
3334,251,30.0,Fodbold,2017.8075342465754
3335,973,46.31032547699215,Arkitektur,2021.1600456621004
3336,302,42.57590759075907,Kultur,2016.0657534246575
3337,254,38.92857142857143,Debatindlï¿½g,2019.6052511415523
3338,232,20.195652173913043,Internationalt,2014.0739726027398
3339,0,45.47222222222222,Sport,2005.9358447488585
3340,1657,46.86335403726708,Danmark,2025.0191780821917
3341,1104,44.97736047736048,Internationalt,2018.7406392694065
3342,1757,39.526369168357,Internationalt,2020.594292237443
3343,183,40.008620689655174,Sundhed,2014.844292237443
3344,1323,52.36856368563686,Internationalt,2023.3130136986301
3345,250,31.743589743589745,Internationalt,2012.7242009132422
3346,337,52.3103524472434,Digitalt,2013.4440639269408
3347,674,34.675,Internationalt,2020.602511415525
3348,432,36.333333333333336,Internationalt,2012.9440639269408
3349,166,33.7536231884058,Internationalt,2014.3267123287671
3350,511,47.583333333333336,Virksomheder,2015.0054794520547
3351,1928,44.675884404583954,Kultur,2024.7132420091325
3352,118,62.5,Internationalt,2015.7187214611872
3353,194,38.64102564102564,Guider,2013.6721461187215
3354,0,46.43417366946779,Internationalt,2006.3157534246575
3355,106,42.833333333333336,Virksomheder,2014.9155251141551
3356,420,42.57142857142857,Danmark,2011.9550228310502
3357,1066,48.16407766990291,Internationalt,2023.8212328767124
3358,1324,37.64502164502164,Du lytter til Politiken,2019.3634703196346
3359,821,54.166666666666664,Danmark,2014.3552511415523
3360,1789,46.4010989010989,Danmark,2023.1995433789955
3361,709,51.77482993197279,Internationalt,2006.5712328767124
3362,219,64.33333333333334,Danmark,2013.0301369863014
3363,920,48.80952380952381,Internationalt,2013.4440639269408
3364,0,40.0,Internationalt,2006.9385844748858
3365,229,34.48723404255319,Sne og ski,2012.3853881278537
3366,0,47.5578947368421,Internationalt,2006.2691780821917
3367,190,43.40277777777778,Internationalt,2024.2938356164384
3368,95,50.0,Internationalt,2012.4413242009134
3369,619,46.666666666666664,Arbejdsmarked,2015.2433789954339
3370,1826,44.18095238095238,Musik,2021.2883561643835
3371,706,53.064777327935225,Danmark,2020.5520547945205
3372,191,45.5,Danmark,2014.3990867579907
3373,294,50.95454545454545,Internationalt,2011.8239726027398
3374,0,38.66035227650382,Danmark,2004.777397260274
3375,3567,44.448780487804875,Internationalt,2014.6326484018264
3376,3109,45.8632911392405,Internationalt,2005.5602739726028
3377,463,41.916666666666664,Internationalt,2011.9385844748858
3378,458,44.388888888888886,Danmark,2020.0915525114156
3379,636,39.20454545454545,Togrejser,2012.0970319634703
3380,0,49.41058472044388,Kultur,2005.7022831050228
3381,715,41.078947368421055,Fodbold,2020.5383561643835
3382,100,35.833333333333336,Kultur,2016.6463470319634
3383,247,55.0,Danmark,2007.2582191780823
3384,73,41.5,Internationalt,2012.3497716894976
3385,364,40.0,Sport,2017.419406392694
3386,256,48.56051310652538,Internationalt,2025.094292237443
3387,0,39.05042735042735,Internationalt,2005.2242009132422
3388,5684,30.80952380952381,Internationalt,2014.919406392694
3389,545,30.330645161290324,Læserbreve,2013.352511415525
3390,102,46.94444444444444,Politik,2015.5301369863014
3391,2037,60.682539682539684,Kultur,2013.4495433789955
3392,1413,43.6969696969697,Foto,2011.791095890411
3393,466,38.62962962962963,Virksomheder,2014.7406392694065
3394,115,39.85103785103785,Debatindlæg,2013.674885844749
3395,289,44.61471861471861,Cafeanmeldelser,2015.6107305936073
3396,170,51.26373626373626,Internationalt,2006.4495433789955
3397,1798,43.12962962962963,Danmark,2014.3990867579907
3398,461,37.904761904761905,Musik,2011.8157534246575
3399,933,32.64912280701754,Internationalt,2026.4714611872148
3400,63,41.0,Danmark,2013.0849315068492
3401,0,44.55156112576957,Danmark,2005.3826484018264
3402,1034,51.63461538461539,Håndbold,2023.1655251141551
3403,1354,40.0,Danmark,2012.5575342465754
3404,348,41.147935779816514,Fodbold,2017.9687214611872
3405,128,33.51282051282051,La primera,2014.4659817351599
3406,418,29.05952380952381,Superligaen,2013.6885844748858
3407,109,42.333333333333336,Virksomheder,2016.5438356164384
3408,472,49.66994219653179,Interview,2014.5493150684931
3409,2084,51.518905872888176,Interview,2013.0328767123287
3410,918,47.0235947258848,Danmark,2026.0164383561644
3411,367,34.06140350877193,Internationalt,2016.4577625570778
3412,316,35.0,Fodbold,2017.4742009132422
3413,196,40.0,Internationalt,2013.0712328767124
3414,147,51.66666666666667,Politik,2013.7993150684931
3415,107,34.16666666666667,Danmark,2007.2582191780823
3416,1065,41.99869664385794,Uddannelse,2013.1831050228311
3417,143,54.0,Shop,2013.9303652968038
3418,356,47.96052631578947,OL,2024.6627853881278
3419,1438,50.578947368421055,Musik,2020.5164383561644
3420,4178,46.5517506733359,Danmark,2019.9468036529681
3421,1841,46.53333333333333,Danmark,2026.021917808219
3422,767,44.844954128440364,Danmark,2006.674885844749
3423,1516,48.29545454545455,Du lytter til Politiken,2019.0301369863014
3424,2241,37.4826139088729,Du lytter til Politiken,2019.1968036529681
3425,323,48.615181518151815,Internationalt,2025.2187214611872
3426,0,47.07741935483871,Internationalt,2005.8963470319634
3427,2239,33.49631642943996,Edition,2025.6052511415523
3428,346,40.47222222222222,Du lytter til Politiken,2019.1134703196346
3429,1894,30.842424242424244,Jens-André Herbener,2014.0821917808219
3430,45,45.514529914529916,Kunst,2014.5575342465754
3431,619,42.81348653667595,Danmark,2020.8267123287671
3432,234,37.32142857142857,Internationalt,2013.3102739726028
3433,807,37.35810810810811,Danmark,2022.9632420091325
3434,681,45.048132183908045,Danmark,2026.021917808219
3435,1465,48.333333333333336,Internationalt,2012.9988584474886
3436,231,32.49242424242424,Internationalt,2016.521917808219
3437,476,47.583333333333336,Byliv,2016.9632420091325
3438,522,43.75,Internationalt,2016.6721461187215
3439,126,35.42857142857143,Internationalt,2012.9276255707764
3440,1297,56.86842105263158,Internationalt,2013.9851598173516
3441,66,38.36507936507937,Arbejdsmarked,2015.9988584474886
3442,293,51.25,Bolig og haven,2012.5997716894976
3443,192,25.666666666666668,Internationalt,2014.1968036529681
3444,350,37.91228070175438,Danmark,2014.35799086758
3445,380,42.0,Du lytter til Politiken,2019.5301369863014
3446,1809,56.09090909090909,Danmark,2023.2406392694065
3447,145,33.304449648711945,Du lytter til Politiken,2020.6995433789955
3448,320,45.30769230769231,Du lytter til Politiken,2019.2801369863014
3449,13823,49.52561669829222,Internationalt,2004.8360730593606
3450,456,69.66666666666667,Internationalt,2016.7461187214612
3451,1212,51.5,Danmark,2024.5684931506848
3452,1051,31.666666666666668,Du lytter til Politiken,2020.0328767123287
3453,180,41.13333333333333,Sygdom,2015.751598173516
3454,1175,48.47076461769115,Danmark,2024.4742009132422
3455,669,34.805412371134025,Politik,2015.657305936073
3456,2005,37.269230769230774,,2023.866210045662
3457,0,58.645320197044335,Internationalt,2004.8294520547945
3458,840,61.78174603174603,Sport,2015.9413242009134
3459,323,44.66666666666667,Nyt om mad,2012.616210045662
3460,29,44.304414003044144,Du lytter til Politiken,2021.1995433789955
3461,440,58.811594202898554,Roskilde Festival,2013.5860730593606
3462,1679,45.182436207859936,Danmark,2005.7527397260274
3463,151,41.47619047619048,Danmark,2011.866210045662
3464,0,49.15635738831615,Danmark,2005.4687214611872
3465,129,48.62931034482759,Foto,2015.7050228310502
3466,106,29.181818181818183,Internationalt,2013.407305936073
3467,4353,65.54545454545455,Politik,2012.901826484018
3468,1357,39.333333333333336,Internationalt,2014.419406392694
3469,536,26.75,Danmark,2013.3689497716894
3470,72,43.30980162291869,Fodbold,2017.263698630137
3471,339,33.13232323232323,Internationalt,2016.4988584474886
3472,754,31.857142857142858,Danmark,2012.5082191780823
3473,531,57.148148148148145,Internationalt,2016.3415525114156
3474,1539,41.75820895522388,Du lytter til Politiken,2021.116210045662
3475,4320,45.947712418300654,Internationalt,2004.9100456621004
3476,281,45.785714285714285,Rejser,2024.4878995433792
3477,543,47.393220338983056,Internationalt,2015.8102739726028
3478,213,42.59139784946237,Internationalt,2014.6995433789955
3479,367,45.111111111111114,Danmark,2006.9413242009134
3480,760,41.91788856304986,Du lytter til Politiken,2018.8634703196346
3481,110,32.913978494623656,Mad,2012.4824200913242
3482,0,31.743589743589745,Du lytter til Politiken,2020.4495433789955
3483,827,45.833333333333336,Fodbold,2017.285616438356
3484,410,39.36036036036036,Du lytter til Politiken,2018.7801369863014
3485,1164,39.44444444444444,Opskrifter,2014.4303652968038
3486,149,33.45828819068255,Nyheder,2011.8497716894976
3487,3710,33.23913043478261,Kultur,2016.8239726027398
3488,419,49.6764705882353,Danmark,2014.1490867579907
3489,1783,38.311871227364186,Du lytter til Politiken,2020.285616438356
3490,266,48.5,USA,2015.0970319634703
3491,546,21.666666666666668,Internationalt,2017.0027397260274
3492,3542,40.5,Debat,2012.3349315068492
3493,196,34.88461538461539,Togrejser,2015.5712328767124
3494,119,45.71379863618131,Internationalt,2019.3267123287671
3495,250,39.82284382284382,Internationalt,2024.0575342465754
3496,1307,36.07692307692308,Du lytter til Politiken,2020.2828767123287
3497,526,55.16915422885572,Film og tv,2024.5712328767124
3498,2322,48.333333333333336,Internationalt,2005.907305936073
3499,367,33.6096256684492,Du lytter til Politiken,2021.2828767123287
3500,253,30.833333333333332,Politik,2011.7691780821917
3501,607,42.21568627450981,Du lytter til Politiken,2020.9495433789955
3502,611,52.0,Kultur,2019.541095890411
3503,298,53.44444444444444,Økonomi,2012.2269406392695
3504,507,39.61578947368421,Kultur,2019.4155251141551
3505,768,52.0,E-avisen,2024.9522831050228
3506,88,44.877066115702476,Fransk prï¿½sidentvalg,2017.3771689497717
3507,1060,34.60606060606061,Studieliv,2016.4906392694065
3508,1631,37.269230769230774,Internationalt,2023.4495433789955
3509,442,49.6316384180791,Internationalt,2018.4605022831051
3510,5891,29.634920634920636,Du lytter til Politiken,2019.9495433789955
3511,0,48.5,Danmark,2007.1408675799087
3512,126,40.0,Danmark,2015.0054794520547
3513,596,36.66666666666667,Internationalt,2018.9742009132422
3514,1335,35.947072072072075,Danmark,2023.3771689497717
3515,813,46.5,Internationalt,2015.602511415525
3516,0,49.325811777655474,Økonomi,2004.8881278538813
3517,0,47.258620689655174,Internationalt,2005.0027397260274
3518,80,37.081927710843374,Tech,2025.1885844748858
3519,134,43.0,Michael Jarlner,2012.5082191780823
3520,171,42.57142857142857,Internationalt,2015.0684931506848
3521,1560,42.40384615384615,Sport,2005.7993150684931
3522,2107,39.16666666666667,Økonomi,2005.9632420091325
3523,128,39.43589743589744,Danmark,2012.2022831050228
3524,7928,46.396806853582554,Sundhed,2025.554794520548
3525,353,38.833333333333336,Kultur,2016.7050228310502
3526,797,45.45633313787324,Sport,2021.0383561643835
3527,155,45.79255319148936,Sol og strand,2013.9851598173516
3528,1774,45.9685534591195,Internationalt,2012.9824200913242
3529,82,46.76111479761115,Kunst,2006.501598173516
3530,2022,55.16776315789474,Danmark,2019.1326484018264
3531,211,50.45035460992908,Guider,2018.021917808219
3532,362,48.55555555555556,Viden og tech,2015.0712328767124
3533,265,34.13526570048309,Uddannelse,2016.1216894977167
3534,829,40.33108108108108,Du lytter til Politiken,2019.7828767123287
3535,234,28.891402714932127,Kultur,2017.366210045662
3536,0,41.35182849936948,Danmark,2023.7378995433792
3537,491,42.333333333333336,Internationalt,2013.3267123287671
3538,1094,35.36598184424271,Danmark,2023.866210045662
3539,0,50.433418150975406,Internationalt,2005.277397260274
3540,392,53.0,Danmark,2011.7159817351599
3541,161,29.576923076923077,Internationalt,2011.751598173516
3542,481,44.9030612244898,Internationalt,2016.9276255707764
3543,1991,51.52446183953033,Danmark,2022.9961187214612
3544,660,49.39022556390978,Danmark,2019.2527397260274
3545,878,44.42647058823529,Internationalt,2023.419406392694
3546,75,64.33333333333334,Danmark,2017.4796803652969
3547,0,43.58024209293245,Internationalt,2004.924885844749
3548,587,40.5,Internationalt,2016.1627853881278
3549,294,42.24031007751938,Fly og lufthavne,2012.6545662100457
3550,0,46.160192055870795,Danmark,2005.616210045662
3551,604,58.48684210526316,Danmark,2015.7324200913242
3552,139,36.73809523809524,Danmark,2016.919406392694
3553,1031,48.84615384615385,Internationalt,2023.5328767123287
3554,710,38.119547451220754,Kultur,2019.2159817351599
3555,300,33.535714285714285,Internationalt,2017.7132420091325
3556,1371,48.326907630522086,Internationalt,2020.7664383561644
3557,94,34.42702702702703,Mad,2016.0027397260274
3558,464,39.425925925925924,Internationalt,2012.501598173516
3559,431,40.208333333333336,Danmark,2020.8184931506848
3560,213,66.74531835205993,Cykling,2019.3716894977167
3561,116,43.35064935064935,Sol og strand,2015.0630136986301
3562,213,29.547619047619047,Rejser,2013.4961187214612
3563,3352,32.64912280701754,Internationalt,2026.4714611872148
3564,206,36.13978494623656,Danmark,2011.8102739726028
3565,1803,39.91902834008098,Bolig,2019.2993150684931
3566,95,22.25,Byliv,2016.0860730593606
3567,159,37.0,Internationalt,2007.35799086758
3568,204,46.59436619718309,Peter Skaarup,2015.352511415525
3569,395,40.233333333333334,Noa Redington,2016.419406392694
3570,1758,44.36993006993007,Internationalt,2020.9988584474886
3571,582,52.17938420348059,Bøger,2020.169406392694
3572,79,42.57142857142857,Viden,2018.1885844748858
3573,2296,43.66666666666667,Danmark,2012.10799086758
3574,413,53.287234042553195,Tv-anmeldelser,2016.424885844749
3575,1687,41.25,Danmark,2020.1463470319634
3576,300,31.98701298701299,Bolig og haven,2014.3689497716894
3577,146,44.76576576576577,Danmark,2015.1271689497717
3578,64,60.05555555555556,Internationalt,2016.2296803652969
3579,528,53.357142857142854,EM-kvalifikation,2015.9550228310502
3580,179,43.54839609483961,Sundhed,2018.5767123287671
3581,74,46.38847216739045,Fly og lufthavne,2019.013698630137
3582,2661,33.33333333333333,Internationalt,2014.0383561643835
3583,1795,32.714611872146115,Danmark,2005.8689497716894
3584,950,38.27272727272727,Internationalt,2012.7488584474886
3585,90,52.49324324324324,Dansk økonomi,2013.8212328767124
3586,643,45.5,Internationalt,2017.785616438356
3587,228,37.04302477183833,Danmark,2023.3075342465754
3588,705,41.306451612903224,Danmark,2007.3415525114156
3589,567,52.083333333333336,Musik,2025.4824200913242
3590,0,60.5,Internationalt,2007.094292237443
3591,1333,44.10606060606061,Sundhed,2022.9933789954339
3592,2321,49.33557381130197,Internationalt,2005.9358447488585
3593,90,22.12280701754386,Internationalt,2007.1721461187215
3594,1657,42.980237154150196,Danmark,2006.035616438356
3595,285,45.833333333333336,Internationalt,2013.1655251141551
3596,747,44.58333333333333,Internationalt,2025.3853881278537
3597,1303,52.0,E-avisen,2024.5328767123287
3598,275,30.0,Sundhed,2014.3552511415523
3599,775,40.054409005628514,Sundhed,2020.7132420091325
3600,332,24.70909090909091,Togrejser,2015.143607305936
3601,0,50.41734860883797,Danmark,2005.5997716894976
3602,322,20.195652173913043,Danmark,2014.352511415525
3603,244,50.666666666666664,Arkitektur,2013.0164383561644
3604,189,41.28571428571429,Danmark,2006.6858447488585
3605,108,32.516666666666666,Internationalt,2015.7828767123287
3606,174,36.5,Danmark,2013.8607305936073
3607,0,47.191964285714285,Danmark,2005.1655251141551
3608,760,53.5,Sundhed,2018.5493150684931
3609,365,42.10093109869646,Internationalt,2006.535616438356
3610,2683,37.0,Internationalt,2012.5684931506848
3611,271,43.769230769230774,Motion,2014.4961187214612
3612,84,37.91176470588235,Privatøkonomi,2012.0164383561644
3613,198,30.0,Internationalt,2013.541095890411
3614,134,35.72222222222222,Golf,2014.4714611872148
3615,1018,52.0,E-avisen,2024.366210045662
3616,570,38.985221674876854,Internationalt,2018.366210045662
3617,96,41.78121827411167,Medier,2014.4851598173516
3618,1816,58.04166666666667,Internationalt,2020.0109589041097
3619,170,49.64615384615385,Sygdom,2014.791095890411
3620,306,51.75,Internationalt,2017.60799086758
3621,1494,21.927370030581038,Motion,2012.1627853881278
3622,1422,48.1025641025641,Superligaen,2019.2159817351599
3623,210,35.57142857142857,Internationalt,2016.7269406392695
3624,741,47.13333333333334,Svømning,2015.6858447488585
3625,294,42.82432432432432,Togrejser,2015.419406392694
3626,293,52.095238095238095,Internationalt,2007.2691780821917
3627,224,40.38850574712643,Danmark,2018.4906392694065
3628,210,41.86363636363637,Internationalt,2007.1803652968038
3629,2704,51.90909090909091,Håndbold,2011.838812785388
3630,259,41.666666666666664,Internationalt,2007.5493150684931
3631,958,37.02781289506953,Superligaen,2015.521917808219
3632,145,54.166666666666664,Cykling,2007.5191780821917
3633,224,43.115369018653695,Internationalt,2015.1381278538813
3634,122,56.0,Økonomi,2013.1216894977167
3635,3952,41.333333333333336,Økonomi,2005.9045662100457
3636,244,33.23913043478261,Livsstil,2011.9276255707764
3637,521,44.5,Danmark,2014.352511415525
3638,161,44.333333333333336,Internationalt,2016.1381278538813
3639,235,52.5,Poker,2006.7488584474886
3640,2366,19.0,Danmark,2011.9468036529681
3641,524,45.28935185185185,Danmark,2018.8212328767124
3642,0,46.7156862745098,Internationalt,2005.9468036529681
3643,102,47.86048454469507,Danmark,2018.3102739726028
3644,984,52.0,E-avisen,2024.6995433789955
3645,529,44.573730862207896,Danmark,2020.594292237443
3646,2335,30.36413043478261,Søskendebånd,2025.6326484018264
3647,121,42.4530612244898,Musik,2011.9385844748858
3648,1978,56.83549783549783,Internationalt,2018.9358447488585
3649,106,15.775,Livsstil,2011.9440639269408
3650,46,44.86021505376344,Sport,2007.2691780821917
3651,51,34.16233766233766,Medier,2015.8321917808219
3652,118,29.76219512195122,Motion,2011.9961187214612
3653,379,37.25287356321839,Internationalt,2011.7801369863014
3654,874,53.68872669618938,Kultur,2019.1271689497717
3655,200,52.50886075949367,Internationalt,2016.7077625570778
3656,342,39.07142857142857,Danmark,2016.657305936073
3657,488,25.466216216216218,Kina,2014.4742009132422
3658,512,17.785714285714285,Danmark,2016.9659817351599
3659,1192,69.66666666666667,E-avisen,2023.116210045662
3660,0,42.12592592592593,Internationalt,2025.344292237443
3661,595,31.855813953488372,Film og tv,2012.9961187214612
3662,234,61.5,940px,2015.1940639269408
3663,371,42.37542087542087,Foto,2011.7801369863014
3664,3174,42.273243801652896,Internationalt,2005.0821917808219
3665,207,45.03380968978738,Sundhed,2026.0821917808219
3666,2931,55.56209150326797,Økonomi,2005.8020547945205
3667,759,48.18285123966942,Internationalt,2006.3130136986301
3668,638,46.62745098039216,Internationalt,2019.041095890411
3669,7558,35.42857142857143,Danmark,2011.7828767123287
3670,1609,42.74586288416076,Danmark,2011.7801369863014
3671,149,47.25,Medier,2017.9577625570778
3672,168,25.0,Arbejdsmarked,2016.5630136986301
3673,333,41.205128205128204,Togrejser,2015.2214611872148
3674,356,47.855345911949684,Internationalt,2013.6545662100457
3675,532,52.0,E-avisen,2024.616210045662
3676,136,47.25,Togrejser,2015.2022831050228
3677,13754,49.53989361702128,Danmark,2020.0739726027398
3678,591,47.36363636363637,Togrejser,2015.9988584474886
